20.047	103.058
10.031	51.633
5.134	25.936
3.526	17.431
2.632	13.223
1.621	6.764
20.064	103.080
10.265	51.683
5.032	25.935
3.639	17.541
2.934	13.137
1.685	6.763
20.124	103.136
10.503	51.808
5.438	26.005
3.847	17.558
3.048	13.364
1.747	7.093
20.081	103.125
10.431	51.752
5.152	26.074
3.860	17.665
2.861	13.265
1.720	7.102
20.091	103.104
10.363	51.707
5.155	26.233
3.573	17.684
3.115	13.275
1.818	6.877
20.178	103.218
10.360	51.803
5.301	25.991
3.837	17.744
3.000	13.490
1.641	7.145
